pokedex_number,name,generation,type1,type2,against_normal,against_grass,against_fire,against_water,against_electric,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,hp,attack,defense,sp_attack,sp_defense,speed,height_m,weight_kg,is_legendary,base_egg_steps,capture_rate,experience_growth
644,Zekrom,5,dragon,electric,1,0.5,0.5,0.5,0.25,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,100,150,120,120,100,90,2.9,345.0,1,30720,3,1250000
645,Landorus,5,ground,flying,1,1,1,2,0,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,89,125,90,115,80,101,1.5,68.0,1,30720,3,1250000
645,Therian Landorus,5,ground,flying,1,1,1,2,0,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,89,145,90,105,80,91,1.3,68.0,1,30720,3,1250000
646,Kyurem,5,dragon,ice,1,0.5,1,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,125,130,90,130,90,95,3.0,325.0,1,30720,3,1250000
646,Kyurem White,5,dragon,ice,1,0.5,1,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,125,120,90,170,100,95,3.6,325.0,1,30720,3,1250000
646,Kyurem Black,5,dragon,ice,1,0.5,1,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,125,170,100,120,90,95,3.3,325.0,1,30720,3,1250000
647,Keldeo,5,water,fighting,1,2,0.5,0.5,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,91,72,90,129,90,108,1.4,48.5,1,20480,3,1250000
648,Aria Meloetta,5,normal,psychic,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,100,77,77,128,128,90,0.6,6.5,1,30720,3,1250000
648,Pirouette Meloetta,5,normal,fighting,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,100,128,90,77,77,128,0.6,6.5,1,30720,3,1250000
649,Genesect,5,bug,steel,0.5,0.25,4,1,1,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,71,120,95,120,95,99,1.5,82.5,1,30720,3,1250000
650,Chespin,6,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,56,61,65,48,45,38,0.4,9.0,0,5120,45,1059860
651,Quilladin,6,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,61,78,95,56,58,57,0.7,29.0,0,5120,45,1059860
652,Chesnaught,6,grass,fighting,1,0.5,2,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,88,107,122,74,75,64,1.6,90.0,0,5120,45,1059860
653,Fennekin,6,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,40,45,40,62,60,60,0.4,9.4,0,5120,45,1059860
654,Braixen,6,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,59,59,58,90,70,73,1.0,14.5,0,5120,45,1059860
655,Delphox,6,fire,psychic,1,0.5,0.5,2,1,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,75,69,72,114,100,104,1.5,39.0,0,5120,45,1059860
656,Froakie,6,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,41,56,40,62,44,71,0.3,7.0,0,5120,45,1059860
657,Frogadier,6,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,54,63,52,83,56,97,0.6,10.9,0,5120,45,1059860
658,Greninja,6,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,72,95,67,103,71,122,1.5,40.0,0,5120,45,1059860
658,Ash-Greninja,7,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,72,145,67,153,71,132,1.5,40.0,0,5120,45,1059860
659,Bunnelby,6,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,38,36,38,32,36,57,0.4,5.0,0,3840,255,1000000
660,Diggersby,6,normal,ground,1,2,1,2,0,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,85,56,77,50,77,78,1.0,42.4,0,3840,127,1000000
661,Fletchling,6,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,45,50,43,40,38,62,0.3,1.7,0,3840,255,1059860
662,Fletchinder,6,fire,flying,1,0.25,0.5,2,2,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,62,73,55,56,52,84,0.7,16.0,0,3840,120,1059860
663,Talonflame,6,fire,flying,1,0.25,0.5,2,2,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,78,81,71,74,69,126,1.2,24.5,0,3840,45,1059860
664,Scatterbug,6,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,38,35,40,27,25,35,0.3,2.5,0,3840,255,1000000
665,Spewpa,6,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,45,22,60,27,30,29,0.3,8.4,0,3840,120,1000000
666,Vivillon,6,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,80,52,50,90,50,89,1.2,17.0,0,3840,45,1000000
667,Litleo,6,fire,normal,1,0.5,0.5,2,1,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,62,50,58,73,54,72,0.6,13.5,0,5120,220,1059860
668,Pyroar,6,fire,normal,1,0.5,0.5,2,1,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,86,68,72,109,66,106,1.5,81.5,0,5120,65,1059860
669,Flabébé,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,44,38,39,61,79,42,0.1,0.1,0,5120,225,1000000
670,Floette,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,74,65,67,125,128,92,0.2,0.9,0,5120,120,1000000
671,Florges,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,78,65,68,112,154,75,1.1,10.0,0,5120,45,1000000
672,Skiddo,6,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,66,65,48,62,57,52,0.9,31.0,0,5120,200,1000000
673,Gogoat,6,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,123,100,62,97,81,68,1.7,91.0,0,5120,45,1000000
674,Pancham,6,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,67,82,62,46,48,43,0.6,8.0,0,6400,220,1000000
675,Pangoro,6,fighting,dark,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,95,124,78,69,71,58,2.1,136.0,0,6400,65,1000000
676,Furfrou,6,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,75,80,60,65,90,102,1.2,28.0,0,5120,160,1000000
677,Espurr,6,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,62,48,54,63,60,68,0.3,3.5,0,5120,190,1000000
678,Meowstic,6,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,74,48,76,83,81,104,0.6,8.5,0,5120,75,1000000
679,Honedge,6,steel,ghost,0,0.5,2,1,1,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,45,80,100,35,37,28,0.8,2.0,0,5120,180,1000000
680,Doublade,6,steel,ghost,0,0.5,2,1,1,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,59,110,150,45,49,35,0.8,4.5,0,5120,90,1000000
681,Aegislash,6,steel,ghost,0,0.5,2,1,1,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,60,150,50,150,50,60,1.7,53.0,0,5120,45,1000000
682,Spritzee,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,78,52,60,63,65,23,0.2,0.5,0,5120,200,1000000
683,Aromatisse,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,101,72,72,99,89,29,0.8,15.5,0,5120,140,1000000
684,Swirlix,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,62,48,66,59,57,49,0.4,3.5,0,5120,200,1000000
685,Slurpuff,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,82,80,86,85,75,72,0.8,5.0,0,5120,140,1000000
686,Inkay,6,dark,psychic,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,53,54,53,37,46,45,0.4,3.5,0,5120,190,1000000
687,Malamar,6,dark,psychic,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,86,92,88,68,75,73,1.5,47.0,0,5120,80,1000000
688,Binacle,6,rock,water,0.5,4,0.25,1,2,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,42,52,67,39,56,50,0.5,31.0,0,5120,120,1000000
689,Barbaracle,6,rock,water,0.5,4,0.25,1,2,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,72,105,115,54,86,68,1.3,96.0,0,5120,45,1000000
690,Skrelp,6,poison,water,1,1,0.5,0.5,2,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,50,60,60,60,60,30,0.5,7.3,0,5120,225,1000000
691,Dragalge,6,poison,dragon,1,0.25,0.5,0.5,0.5,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,65,75,90,97,123,44,1.8,81.5,0,5120,55,1000000
692,Clauncher,6,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,53,62,58,63,44,0.5,8.3,0,3840,225,1250000
693,Clawitzer,6,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,71,73,88,120,89,59,1.3,35.3,0,3840,55,1250000
694,Helioptile,6,electric,normal,1,1,1,1,0.5,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,44,38,33,61,43,70,0.5,6.0,0,5120,190,1000000
695,Heliolisk,6,electric,normal,1,1,1,1,0.5,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,62,55,52,109,94,109,1.0,21.0,0,5120,75,1000000
696,Tyrunt,6,rock,dragon,0.5,1,0.25,1,0.5,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,58,89,77,45,45,48,0.8,26.0,0,7680,45,1000000
697,Tyrantrum,6,rock,dragon,0.5,1,0.25,1,0.5,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,82,121,119,69,59,71,2.5,270.0,0,7680,45,1000000
698,Amaura,6,rock,ice,0.5,2,1,2,1,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,77,59,50,67,63,46,1.3,25.2,0,7680,45,1000000
699,Aurorus,6,rock,ice,0.5,2,1,2,1,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,123,77,72,99,92,58,2.7,225.0,0,7680,45,1000000
700,Sylveon,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,95,65,65,110,130,60,1.0,23.5,0,8960,45,1000000
701,Hawlucha,6,fighting,flying,1,0.5,1,1,2,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2,78,92,75,74,63,118,0.8,21.5,0,5120,100,1000000
702,Dedenne,6,electric,fairy,1,1,1,1,0.5,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,67,58,57,81,67,101,0.2,2.2,0,5120,180,1000000
703,Carbink,6,rock,fairy,0.5,2,0.5,2,1,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,50,50,150,50,150,50,0.3,5.7,0,6400,60,1250000
704,Goomy,6,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,45,50,35,55,75,40,0.3,2.8,0,10240,45,1250000
705,Sliggoo,6,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,68,75,53,83,113,60,0.8,17.5,0,10240,45,1250000
705,Hisuian Sligoo,8,steel,dragon,0.5,0.25,1,0.5,0.5,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,58,75,83,83,113,40,0.7,68.5,0,10240,45,1250000
706,Goodra,6,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,90,100,70,110,150,80,2.0,150.5,0,10240,45,1250000
706,Hisuian Goodra,8,steel,dragon,0.5,0.25,1,0.5,0.5,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,80,100,100,110,150,60,1.7,334.1,0,10240,45,1250000
707,Klefki,6,steel,fairy,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,57,80,91,80,87,75,0.2,3.0,0,5120,75,800000
708,Phantump,6,ghost,grass,0,0.5,2,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,43,70,48,50,60,38,0.4,7.0,0,5120,120,1000000
709,Trevenant,6,ghost,grass,0,0.5,2,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,85,110,76,65,82,56,1.5,71.0,0,5120,60,1000000
710,Pumpkaboo,6,ghost,grass,0,0.5,2,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,59,66,70,44,55,41,0.8,15.0,0,5120,120,1000000
711,Gourgeist,6,ghost,grass,0,0.5,2,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,85,100,122,58,75,54,1.7,39.0,0,5120,60,1000000
712,Bergmite,6,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,55,69,85,32,35,28,1.0,99.5,0,5120,190,1000000
713,Avalugg,6,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,95,117,184,44,46,28,2.0,505.0,0,5120,55,1000000
713,Hisuian Avalugg,8,ice,rock,0.5,2,1,2,1,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,95,127,184,34,36,38,1.4,262.4,0,5120,55,1000000
714,Noibat,6,flying,dragon,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,40,30,35,45,40,55,0.5,8.0,0,5120,190,1000000
715,Noivern,6,flying,dragon,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,85,70,80,97,80,123,1.5,85.0,0,5120,45,1000000
716,Xerneas,6,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,126,131,95,131,98,99,3.0,215.0,1,30720,45,1250000
717,Yveltal,6,dark,flying,1,0.5,1,1,2,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,126,131,95,131,98,99,5.8,203.0,1,30720,45,1250000
718,10% Zygarde,7,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,54,100,71,61,85,115,1.2,33.5,1,30720,3,1250000
718,50% Zygarde,6,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,108,100,121,81,95,95,5.0,305.0,1,30720,3,1250000
718,100% Zygarde,7,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,216,100,121,91,95,85,4.5,610.0,1,30720,3,1250000
719,Diancie,6,rock,fairy,0.5,2,0.5,2,1,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,50,100,150,100,150,50,0.7,8.8,1,6400,3,1250000
719,Mega Diancie,6,rock,fairy,0.5,2,0.5,2,1,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,50,160,110,160,110,110,1.1,27.8,1,6400,3,1250000
720,Confined Hoopa,6,psychic,ghost,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,80,110,60,150,130,70,0.5,9.0,1,30720,3,1250000
720,Unbound Hoopa,6,psychic,dark,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,80,160,60,170,130,80,6.5,490.0,1,30720,3,1250000
721,Volcanion,6,fire,water,1,1,0.25,1,2,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5,80,110,120,130,90,70,1.7,195.0,1,30720,3,1250000
722,Rowlet,7,grass,flying,1,0.25,2,0.5,1,4,0.5,2,0,2,1,1,2,1,1,1,1,1,68,55,55,50,50,42,0.3,1.5,0,3840,45,1059860
723,Dartrix,7,grass,flying,1,0.25,2,0.5,1,4,0.5,2,0,2,1,1,2,1,1,1,1,1,78,75,75,70,70,52,0.7,16.0,0,3840,45,1059860
724,Decidueye,7,grass,ghost,0,0.5,2,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,78,107,75,100,100,70,1.6,36.6,0,3840,45,1059860
724,Hisuian Decidueye,8,grass,fighting,1,0.5,2,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,88,112,80,95,95,60,1.6,37.0,0,3840,45,1059860
725,Litten,7,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,45,65,40,60,40,70,0.4,4.3,0,3840,45,1059860
726,Torracat,7,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,65,85,50,80,50,90,0.7,25.0,0,3840,45,1059860
727,Incineroar,7,fire,dark,1,0.5,0.5,2,1,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,95,115,90,80,90,60,1.8,83.0,0,3840,45,1059860
728,Popplio,7,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,54,54,66,56,40,0.4,7.5,0,3840,45,1059860
729,Brionne,7,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,60,69,69,91,81,50,0.6,17.5,0,3840,45,1059860
730,Primarina,7,water,fairy,1,2,0.5,0.5,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,80,74,74,126,116,60,1.8,44.0,0,3840,45,1059860
731,Pikipek,7,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,35,75,30,30,30,65,0.3,1.2,0,3840,255,1000000
732,Trumbeak,7,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,55,85,50,40,50,75,0.6,14.8,0,3840,120,1000000
733,Toucannon,7,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,80,120,75,75,75,60,1.1,26.0,0,3840,45,1000000
734,Yungoos,7,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,48,70,30,30,30,45,0.4,6.0,0,3840,255,1000000
735,Gumshoos,7,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,88,110,60,55,60,45,0.7,14.2,0,3840,127,1000000
736,Grubbin,7,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,47,62,45,55,45,46,0.4,4.4,0,3840,255,1000000
737,Charjabug,7,bug,electric,1,0.5,2,1,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,57,82,95,55,75,36,0.5,10.5,0,3840,120,1000000
738,Vikavolt,7,bug,electric,1,0.5,2,1,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,77,70,90,145,75,43,1.5,45.0,0,3840,45,1000000
739,Crabrawler,7,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,47,82,57,42,47,63,0.6,7.0,0,5120,225,1000000
740,Crabominable,7,fighting,ice,1,1,2,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2,97,132,77,62,67,43,1.7,180.0,0,5120,60,1000000
741,Baile Oricorio,7,fire,flying,1,0.25,0.5,2,2,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,75,70,70,98,70,93,0.6,3.4,0,5120,45,1000000
741,Pom-Pom Oricorio,7,electric,flying,1,0.5,1,1,1,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,75,70,70,98,70,93,0.6,3.4,0,5120,45,1000000
741,Pa'u Oricorio,7,psychic,flying,1,0.5,1,1,2,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,75,70,70,98,70,93,0.6,3.4,0,5120,45,1000000
741,Sensu Oricorio,7,ghost,flying,0,0.5,1,1,2,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,75,70,70,98,70,93,0.6,3.4,0,5120,45,1000000
742,Cutiefly,7,bug,fairy,1,0.5,2,1,1,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,40,45,40,55,40,84,0.1,0.2,0,5120,190,1000000
743,Ribombee,7,bug,fairy,1,0.5,2,1,1,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,60,55,60,95,70,124,0.2,0.5,0,5120,75,1000000
744,Rockruff,7,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,45,65,40,30,40,60,0.5,9.2,0,3840,190,1000000
745,Midday Lycanroc,7,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,75,115,65,55,65,112,0.8,25.0,0,3840,90,1000000
745,Midnight Lycanroc,7,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,85,115,75,55,75,82,1.1,25.0,0,3840,90,1000000
745,Dusk Lycanroc,7,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,75,117,65,55,65,110,0.8,25.0,0,3840,90,1000000
746,Wishiwashi,7,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,45,140,130,140,135,30,0.2,0.3,0,3840,60,800000
747,Mareanie,7,poison,water,1,1,0.5,0.5,2,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,50,53,62,43,52,45,0.4,8.0,0,5120,190,1000000
748,Toxapex,7,poison,water,1,1,0.5,0.5,2,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,50,63,152,53,142,35,0.7,14.5,0,5120,75,1000000
749,Mudbray,7,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,70,100,70,45,55,45,1.0,110.0,0,5120,190,1000000
750,Mudsdale,7,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,100,125,100,55,85,35,2.5,920.0,0,5120,60,1000000
751,Dewpider,7,water,bug,1,1,1,0.5,2,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,38,40,52,40,72,27,0.3,4.0,0,3840,200,1000000
752,Araquanid,7,water,bug,1,1,1,0.5,2,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,68,70,92,50,132,42,1.8,82.0,0,3840,100,1000000
753,Fomantis,7,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,40,55,35,50,35,35,0.3,1.5,0,5120,190,1000000
754,Lurantis,7,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,70,105,90,80,90,45,0.9,18.5,0,5120,75,1000000
755,Morelull,7,grass,fairy,1,0.5,2,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,40,35,55,65,75,15,0.2,1.5,0,5120,190,1000000
756,Shiinotic,7,grass,fairy,1,0.5,2,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,60,45,80,90,100,30,1.0,11.5,0,5120,75,1000000
757,Salandit,7,poison,fire,1,0.25,0.5,2,1,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,48,44,40,71,40,77,0.6,4.8,0,5120,120,1000000
758,Salazzle,7,poison,fire,1,0.25,0.5,2,1,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,68,64,60,111,60,117,1.2,22.2,0,5120,45,1000000
759,Stufful,7,normal,fighting,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,70,75,50,45,50,50,0.5,6.8,0,3840,140,1000000
760,Bewear,7,normal,fighting,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,120,125,80,55,60,60,2.1,135.0,0,3840,70,1000000
761,Bounsweet,7,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,42,30,38,30,38,32,0.3,3.2,0,5120,235,1059860
762,Steenee,7,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,52,40,48,40,48,62,0.7,8.2,0,5120,120,1059860
763,Tsareena,7,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,72,120,98,50,98,72,1.2,21.4,0,5120,45,1059860
764,Comfey,7,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,51,52,90,82,110,100,0.1,0.3,0,5120,60,800000
765,Oranguru,7,normal,psychic,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,90,60,80,90,110,60,1.5,76.0,0,5120,45,1250000
766,Passimian,7,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,100,120,90,40,60,80,2.0,82.8,0,5120,45,1250000
767,Wimpod,7,bug,water,1,1,1,0.5,2,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,25,35,40,20,30,80,0.5,12.0,0,5120,90,1000000
768,Golisopod,7,bug,water,1,1,1,0.5,2,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,75,125,140,60,90,40,2.0,108.0,0,5120,45,1000000
769,Sandygast,7,ghost,ground,0,2,1,2,0,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,55,55,80,70,45,15,0.5,70.0,0,3840,140,1000000
770,Palossand,7,ghost,ground,0,2,1,2,0,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,85,75,110,100,75,35,1.3,250.0,0,3840,60,1000000
771,Pyukumuku,7,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,55,60,130,30,130,5,0.3,1.2,0,3840,60,800000
772,Type: Null,7,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,95,95,95,95,95,59,1.9,120.5,0,30720,3,1250000
773,Silvally,7,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,95,95,95,95,95,95,2.3,100.5,0,30720,3,1250000
774,Minior,7,rock,flying,0.5,1,0.5,2,2,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,60,100,60,100,60,120,0.3,0.3,0,6400,30,1059860
775,Komala,7,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,65,115,65,75,95,65,0.4,19.9,0,5120,45,1250000
776,Turtonator,7,fire,dragon,1,0.25,0.25,1,0.5,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,60,78,135,91,85,36,2.0,212.0,0,5120,70,1000000
